metro,state,year,AG,ENT,CON,SOC,FIN,INF,MAN,MIN,BUS,RET,TRA,UTL,WHO,GOV,NAT,TOT
Abilene, TX ,2001,0,178,241,566,361,0,231,388,234,389,0,0,297,1234,0,15599
Abilene,,2002,0,178,243,579,428,0,232,379,232,379,0,0,355,1288,0,16182
Abilene,,2003,0,179,241,609,428,0,215,404,248,398,100,153,372,1269,0,16752
Abilene,,2004,0,187,236,644,406,0,249,393,251,398,106,148,413,1260,0,17159
Abilene,,2005,57,195,245,0,421,0,264,406,260,428,107,142,349,1223,452,20595
Abilene,,2006,27,200,248,634,462,0,285,485,0,438,113,147,373,1216,509,22203
Abilene,,2007,62,199,264,0,505,0,317,528,276,441,118,151,390,1222,578,22786
Abilene,,2008,34,201,318,647,553,0,305,598,312,443,0,0,327,1203,627,23457
Abilene,,2009,0,194,303,674,583,0,281,497,295,421,0,0,285,1228,0,17809
Abilene,,2010,0,197,270,668,558,0,277,0,296,431,0,0,292,1256,0,21542
Abilene,,2011,0,209,278,654,546,0,258,595,322,430,123,110,314,1243,0,18726
Abilene,,2012,0,220,300,660,645,0,263,783,333,443,140,144,353,1243,0,20410
Abilene,,2013,0,0,324,663,665,171,266,862,346,471,141,154,403,1216,0,22356
Akron, OH ,2001,0,940,1461,2389,3542,461,4835,0,3180,2034,0,0,1890,3604,135,132573
Akron,,2002,0,936,1342,2442,3672,479,4949,0,3545,2083,0,0,1916,3634,163,137330
Akron,,2003,0,947,1315,2471,3689,542,5329,0,3970,2193,0,0,2100,3644,149,136258
Akron,,2004,0,972,1309,2560,3699,625,5805,0,3844,2356,0,0,2239,3619,181,140990
Akron,,2005,0,945,1217,2598,3936,675,5793,0,4096,2389,814,578,2490,3604,165,153531
Akron,,2006,19,925,1173,2706,3795,697,5853,145,4126,2257,0,0,2672,3484,164,152310
Akron,,2007,18,922,1101,2699,3645,752,5946,171,4207,2194,836,624,2714,3469,189,152310
Akron,,2008,17,844,979,2850,3783,772,5350,125,4614,2109,0,0,2680,3546,142,150202
Akron,,2009,24,790,905,2820,4208,764,4358,126,4251,1915,0,0,2237,3540,150,140209
Akron,,2010,13,811,892,2839,4219,724,4582,121,4442,1946,0,0,2361,3553,133,144849
Akron,,2011,13,833,925,2948,4183,726,4961,116,4510,1954,0,0,2439,3474,128,147280
Akron,,2012,13,840,986,3018,4201,716,4758,80,4598,2002,0,0,2530,3459,94,148934
Akron,,2013,17,851,931,3080,4339,751,4607,95,4682,2055,0,0,2592,3424,113,149701
Albany-Schenectady-Troy, NY ,2001,0,1068,0,3792,4912,1254,3525,0,4515,2352,0,0,0,10333,184,154581
Albany-Schenectady-Troy,,2002,0,1151,0,3885,5077,1293,3344,0,4700,2458,0,0,0,10031,171,156552
Albany-Schenectady-Troy,,2003,0,1166,2149,4125,5422,1425,3079,0,4701,2713,0,0,0,9937,0,163742
Albany-Schenectady-Troy,,2004,0,1218,2133,4216,5974,1594,3415,0,4644,2839,0,0,0,9831,0,169556
Albany-Schenectady-Troy,,2005,0,1210,2039,4198,6115,1737,0,0,4824,2890,0,0,0,9680,174,169140
Albany-Schenectady-Troy,,2006,0,1277,1920,4239,6101,1880,3929,0,4862,2827,0,0,0,9559,0,178154
Albany-Schenectady-Troy,,2007,0,1287,1909,4220,0,1889,0,0,4894,2778,0,0,0,9621,158,163407
Albany-Schenectady-Troy,,2008,0,1279,1967,4438,5314,1653,3787,0,5228,2737,0,0,0,9905,0,174741
Albany-Schenectady-Troy,,2009,0,1209,2041,4636,6528,1734,3897,0,5051,2690,0,0,0,9972,0,178728
Albany-Schenectady-Troy,,2010,0,1276,2080,4573,6371,1750,0,0,4941,2800,0,0,0,10106,149,174902
Albany-Schenectady-Troy,,2011,0,1318,2099,4589,6562,1790,0,0,5018,2806,911,0,2093,9721,146,182431
Albany-Schenectady-Troy,,2012,0,1357,2166,4607,6949,1736,0,0,5121,2815,932,784,2167,9564,0,188299
Albany-Schenectady-Troy,,2013,53,1301,2197,4657,7063,1712,4366,130,5123,2724,0,0,0,9892,180,196694
Albany, GA ,2001,0,143,325,446,0,0,1243,0,345,362,0,0,0,1032,141,19999
Albany,,2002,0,131,0,460,0,0,0,0,339,371,0,0,0,1043,159,18387
Albany,,2003,0,137,0,473,0,0,0,0,334,401,0,0,0,1063,172,18337
Albany,,2004,0,135,0,480,431,0,0,0,350,402,0,0,338,1037,134,20010
Albany,,2005,0,137,0,490,430,0,0,0,0,415,0,0,346,1072,170,19801
Albany,,2006,0,138,0,506,428,0,0,0,387,426,0,0,0,1064,198,18459
Albany,,2007,0,138,0,499,449,0,0,0,359,399,0,0,0,1054,151,17964
Albany,,2008,0,136,0,508,437,0,0,0,359,379,0,0,0,1001,170,17433
Albany,,2009,0,133,0,522,506,0,0,0,371,361,0,0,0,1060,182,17478
Albany,,2010,0,141,0,551,524,0,0,0,395,362,0,0,0,1070,196,17181
Albany,,2011,0,147,0,565,460,0,0,0,372,354,0,0,0,1079,196,16980
Albany,,2012,0,148,0,576,423,0,0,0,366,352,0,0,0,1060,235,16972
Albany,,2013,0,147,0,573,449,113,0,0,374,330,143,0,0,1007,227,18167
Albany, OR ,2001,175,64,177,196,227,52,681,5,177,159,147,69,133,460,179,13612
Albany,,2002,214,61,155,194,238,51,726,3,176,183,158,76,135,466,218,14990
Albany,,2003,197,68,152,213,240,45,690,3,158,194,165,73,133,473,200,14761
Albany,,2004,0,72,160,209,256,50,850,0,166,202,184,88,127,459,208,15853
Albany,,2005,0,73,167,212,248,55,857,0,185,209,193,87,144,442,198,16104
Albany,,2006,0,75,189,223,252,52,882,0,177,219,203,92,159,432,269,16877
Albany,,2007,191,76,202,231,259,57,769,5,190,209,209,87,181,435,196,16436
Albany,,2008,0,77,186,243,246,60,799,0,194,201,217,79,185,449,179,16168
Albany,,2009,0,74,133,255,252,56,865,0,159,185,193,74,149,450,174,15780
Albany,,2010,0,77,121,261,269,54,778,0,168,185,193,80,148,448,150,15082
Albany,,2011,0,77,118,261,260,57,822,0,163,182,187,83,147,448,145,15227
Albany,,2012,0,79,127,265,267,61,848,0,170,191,197,112,153,434,157,15783
Albany,,2013,0,75,139,270,273,58,902,0,166,193,192,103,155,429,160,16093
Albuquerque, NM ,2001,0,1168,2138,2076,6121,0,2457,0,4650,2168,777,0,0,7831,460,130641
Albuquerque,,2002,0,1163,1907,2214,6268,0,2082,0,4884,2224,806,0,0,7985,449,133614
Albuquerque,,2003,0,1201,1951,2323,5853,0,3465,0,4913,2288,854,0,0,8013,379,140735
Albuquerque,,2004,0,1243,2057,2516,5894,0,5450,0,4902,2339,0,0,0,8161,211,148458
Albuquerque,,2005,0,1225,2268,2593,6251,1186,4839,153,5018,2334,998,0,0,8120,0,116543
Albuquerque,,2006,0,1267,2398,2673,6224,1337,4407,142,5027,2411,1047,0,0,8385,0,122451
Albuquerque,,2007,0,1287,2354,2670,6370,0,3344,135,5017,2396,1037,0,0,8519,0,125627
Albuquerque,,2008,0,1245,2225,2873,6562,0,2906,0,5150,2351,1037,0,0,8766,219,154725
Albuquerque,,2009,0,1170,2000,2993,7043,0,3261,0,5007,2304,883,275,1599,8754,0,158840
Albuquerque,,2010,0,1167,1842,2956,7582,0,3506,0,4929,2251,0,0,1696,8732,0,151858
Albuquerque,,2011,0,1165,1722,3003,8100,0,3484,0,5002,2207,0,0,1589,8639,0,163242
Albuquerque,,2012,0,1195,1626,3098,7994,1873,3817,0,4876,2241,0,0,1597,8769,191,163480
Albuquerque,,2013,0,1231,1584,3106,8027,1711,3767,0,4818,2273,0,0,1570,8754,204,168084
Alexandria, LA ,2001,0,0,318,551,459,0,416,0,322,364,113,232,165,966,61,18815
,,2002,0,0,311,565,459,0,519,0,342,378,106,152,158,1016,68,19088
,,2003,0,123,303,591,461,99,488,0,338,404,118,0,0,1047,82,19006
,,2004,0,0,357,603,522,0,633,0,325,408,0,103,0,1055,73,19637
,,2005,0,0,344,637,448,113,728,0,366,439,0,101,0,1071,89,20743
,,2006,0,0,456,640,513,109,782,0,381,467,126,0,0,1075,109,21242
,,2007,80,129,469,657,632,118,812,24,380,469,136,0,0,1024,105,22145
,,2008,71,0,463,699,628,108,793,39,385,462,0,131,0,1041,109,21655
,,2009,98,0,424,703,629,101,745,52,375,450,0,115,0,1077,150,21331
,,2010,77,133,352,721,573,92,956,46,387,455,107,0,0,1035,123,21963
,,2011,70,137,330,720,459,87,0,0,395,464,0,138,0,1025,0,19326
,,2012,76,132,334,721,426,80,693,53,422,473,96,0,0,1003,129,20497
,,2013,0,0,343,698,423,0,639,0,420,455,101,0,0,960,120,20197
Allentown-Bethlehem-Easton, PA-NJ ,2001,0,888,1838,3158,3453,933,6899,0,2489,1866,933,1650,1395,2868,199,139367
,,2002,0,914,1714,3249,3636,879,7047,0,2598,1935,1069,1559,1419,2926,182,150513
,,2003,0,957,1709,3344,3799,1035,5199,0,3983,2078,1082,0,1487,3033,0,140949
,,2004,0,1000,1696,3511,3670,1242,4765,0,4013,2097,1135,0,1590,3107,0,142523
,,2005,0,982,1711,3569,3955,1375,4840,0,4038,2132,1242,666,1743,3165,204,143338
,,2006,0,972,0,3733,3862,1345,4958,0,4157,2128,1367,0,0,3197,209,134187
,,2007,0,1032,1443,3771,3794,1484,5004,0,4274,2057,1300,0,0,3255,232,137128
,,2008,0,989,1286,3967,3761,1745,4859,0,4113,1960,1264,0,0,3302,231,134811
,,2009,0,961,1095,4025,3914,1668,4664,0,3748,1937,1196,0,0,3330,216,134300
,,2010,0,1055,1060,4051,4216,1602,4784,0,3990,1985,1295,0,0,3362,222,140893
,,2011,0,1149,1081,4143,4370,1434,4705,0,4109,2000,1392,0,0,3259,192,145192
,,2012,0,1205,1090,4213,4350,1365,4673,0,4187,2000,1472,0,2134,3198,0,122972
,,2013,0,1245,0,4308,4522,1462,4422,0,4545,1994,1511,0,0,3200,0,145376
Altoona, PA ,2001,0,136,220,486,320,91,704,0,269,372,279,72,318,628,91,20780
,,2002,0,138,208,504,320,103,680,0,289,401,254,21,328,634,79,20675
,,2003,0,140,202,521,309,113,713,0,297,424,253,19,342,659,82,21186
,,2004,0,146,196,537,306,99,742,0,327,417,275,17,300,678,104,21245
,,2005,0,143,192,548,329,111,732,0,301,427,316,70,316,657,99,22138
,,2006,0,145,165,569,343,116,746,0,289,428,320,64,325,644,108,22345
,,2007,0,156,160,576,385,127,744,0,293,416,320,65,337,638,114,22852
,,2008,0,146,141,601,408,130,727,0,293,385,322,65,329,646,84,22569
,,2009,0,131,138,624,463,129,745,0,295,386,281,65,279,651,79,22536
,,2010,0,141,140,622,414,113,771,0,319,403,293,63,267,644,97,22640
,,2011,0,147,144,640,389,119,735,0,326,402,332,62,248,629,90,22449
,,2012,0,142,143,658,366,106,751,0,329,386,341,65,256,616,70,22281
,,2013,0,138,142,682,382,113,720,0,341,378,368,72,255,600,76,22561
Amarillo, TX ,2001,0,313,0,0,855,0,0,0,452,679,0,0,606,1272,572,30394
,,2002,0,316,0,0,826,0,0,0,493,698,0,0,0,1275,636,29079
,,2003,0,327,0,0,849,0,0,482,513,731,0,0,0,1280,0,29768
,,2004,0,326,0,0,819,0,0,482,555,727,0,0,0,1259,0,30652
,,2005,0,322,0,0,840,0,0,0,624,739,0,0,696,1256,638,33605
,,2006,0,329,0,0,870,0,0,0,710,746,0,0,710,1253,701,35203
,,2007,0,337,0,0,953,0,0,0,716,751,0,0,743,1271,718,35693
,,2008,0,337,0,0,0,0,1522,0,860,771,0,0,0,1292,649,35828
,,2009,0,323,0,0,0,0,0,0,840,772,0,0,0,1324,690,34410
,,2010,0,336,0,937,0,0,0,0,885,783,0,0,0,1329,762,35828
,,2011,0,355,0,950,987,0,0,0,884,799,0,0,0,1317,672,36032
,,2012,0,366,0,955,997,0,0,0,922,833,0,0,0,1355,708,37415
,,2013,0,0,529,960,1002,259,1641,0,957,905,0,0,718,1349,761,47344
Ames, IA ,2001,0,111,143,180,484,55,491,0,157,181,62,34,96,1275,52,15207
,,2002,0,112,139,176,388,59,570,0,166,193,62,33,93,1266,84,15328
,,2003,0,106,134,191,469,62,631,0,186,212,0,0,99,1305,74,16339
,,2004,0,112,148,201,431,71,789,0,194,218,0,0,110,1265,90,17002
,,2005,0,111,145,212,461,79,775,0,197,214,0,0,110,1270,87,17222
,,2006,0,113,139,218,469,78,1038,0,209,209,0,0,120,1281,98,19379
,,2007,0,108,138,212,522,94,993,0,222,203,0,0,150,1242,102,19490
,,2008,0,108,143,218,538,90,1512,0,230,199,69,3,159,1260,113,22839
,,2009,0,114,131,223,519,85,1029,0,221,199,0,0,156,1294,148,20052
,,2010,0,113,139,213,565,89,1284,0,238,199,0,0,157,1290,114,21396
,,2011,0,117,136,219,592,87,1068,0,223,199,0,0,156,1275,120,20672
,,2012,0,124,139,220,576,85,786,0,259,199,0,0,172,1297,130,19195
,,2013,0,124,147,219,584,90,832,0,278,200,0,0,188,1298,95,19674
Anchorage, AK ,2001,0,668,1369,1134,2718,515,183,0,1630,1028,1855,202,718,3867,3903,92286
,,2002,0,721,1472,1194,2907,557,179,4604,1749,1108,1421,0,0,4029,0,78133
,,2003,0,735,1617,1337,3064,589,177,3301,1725,1176,1606,0,0,4106,0,75730
,,2004,35,765,1673,1436,2899,658,198,3901,1770,1173,1816,0,0,4121,3933,102638
,,2005,39,761,1662,1471,3045,750,199,4140,1854,1200,1850,0,0,4206,4175,106705
,,2006,41,772,1533,1517,2813,775,202,4852,1921,1178,1875,0,0,4253,4890,109706
,,2007,40,765,1442,1504,2688,830,220,5386,2007,1157,2101,0,0,4277,5424,113778
,,2008,0,760,1380,1610,2918,939,220,5107,2258,1126,2343,0,0,4306,0,90276
,,2009,0,722,1418,1691,3175,914,224,6485,2326,1165,2500,0,0,4469,0,99482
,,2010,43,764,1429,1752,3586,919,198,5166,2449,1162,2877,254,839,4509,5208,131771
,,2011,55,814,1333,1874,3860,932,179,4883,2547,1147,2982,279,840,4629,4934,132831
,,2012,42,816,1348,1972,4009,881,191,5343,2630,1141,2909,0,0,4767,5384,132774
,,2013,37,830,1372,2063,4058,912,205,4592,2686,1164,2842,277,861,4663,4629,134795
Ann Arbor, MI ,2001,7,473,999,1298,2664,580,2393,22,2887,1104,179,253,688,4832,19,87678
,,2002,10,484,892,1344,2815,667,2918,15,2894,1114,156,292,739,5004,19,92843
,,2003,18,489,768,1355,2915,677,3078,11,2929,1080,198,431,817,4971,26,94634
,,2004,24,532,742,1397,2881,634,2932,5,2933,1077,254,500,851,4886,29,94262
,,2005,25,530,708,1423,2952,605,3075,5,2919,1064,305,377,875,4964,30,95593
,,2006,30,510,551,1510,3060,577,3084,7,2718,995,320,431,913,4983,37,95249
,,2007,21,498,465,1532,3368,658,3055,5,2855,947,335,419,962,4887,27,97441
,,2008,21,471,379,1587,3304,694,2496,5,2524,947,356,492,881,4945,26,92821
,,2009,29,457,312,1575,3435,749,1702,5,2336,969,288,356,803,5020,34,88024
,,2010,29,468,297,1524,3035,795,2228,3,2434,992,328,415,835,5304,32,90391
,,2011,0,483,307,1565,2800,812,2355,0,2471,975,371,342,806,5133,41,89239
,,2012,25,489,310,1625,2480,726,2211,3,2540,894,380,288,821,5323,28,86320
,,2013,39,519,308,1624,2541,796,2422,3,2624,982,355,318,794,5396,43,89448
Anniston-Oxford-Jacksonville, AL ,2001,0,111,125,211,250,94,542,0,168,275,48,105,220,842,21,14641
,,2002,0,116,108,227,229,97,543,0,187,285,75,103,221,948,16,15084
,,2003,0,119,107,236,228,105,548,0,228,290,82,94,263,988,18,15715
,,2004,0,128,115,248,243,123,656,0,245,288,83,97,279,1029,20,17007
,,2005,0,128,112,251,247,105,634,0,260,302,91,95,301,1116,28,17517
,,2006,0,124,120,259,224,118,618,0,262,312,97,100,312,1152,19,17667
,,2007,0,126,117,258,214,130,647,0,332,314,83,100,319,1210,17,18371
,,2008,0,123,102,260,228,124,718,0,339,311,78,93,326,1165,17,18554
,,2009,0,118,92,271,238,123,570,0,335,297,61,92,248,1176,22,17310
,,2010,0,120,81,267,250,124,624,0,353,307,69,102,257,1124,21,17859
,,2011,0,120,74,267,258,116,601,0,347,303,68,101,271,1102,14,17778
,,2012,0,118,70,258,260,102,642,0,350,301,65,93,240,1009,14,17434
,,2013,0,126,70,260,268,107,687,0,297,330,63,95,183,929,17,17173
Appleton, WI ,2001,0,245,848,628,1358,284,2388,0,557,669,0,0,0,790,0,42686
,,2002,0,246,790,654,1257,291,2346,0,595,707,0,0,571,816,227,41351
,,2003,0,271,917,683,1327,273,2404,0,655,752,0,0,607,854,259,43926
,,2004,0,288,916,746,1448,300,2519,0,692,752,0,0,615,867,243,46794
,,2005,0,282,889,730,1571,322,2479,0,755,745,0,0,609,897,256,49162
,,2006,0,287,785,750,1550,321,2596,0,775,738,0,0,616,899,246,49614
,,2007,0,284,758,779,1713,352,2593,0,802,725,0,0,625,924,237,51417
,,2008,0,273,680,834,1575,406,2363,0,835,678,0,0,740,947,193,50023
,,2009,0,262,591,850,1755,398,2422,0,778,663,0,0,653,968,157,45983
,,2010,0,270,592,827,1724,443,2220,0,814,674,0,0,679,985,220,47279
,,2011,0,291,607,854,1751,438,2321,0,849,672,0,0,675,968,202,49226
,,2012,0,300,645,917,1677,449,2432,0,859,649,0,0,689,990,196,50862
,,2013,0,303,560,905,1740,452,2501,0,905,673,0,0,732,980,200,51684
Asheville, NC ,2001,0,664,1077,1447,1431,182,0,0,813,956,0,0,0,1752,164,47059
,,2002,0,705,997,1498,1728,206,2077,0,854,959,0,0,0,1731,0,50628
,,2003,0,729,959,1551,1864,211,2048,0,892,1017,0,0,0,1769,0,51658
,,2004,0,753,998,1634,1948,228,2230,0,945,1027,0,0,0,1787,0,55453
,,2005,0,750,1006,1693,2045,254,2249,0,962,1094,0,0,0,1793,0,57310
,,2006,0,791,982,1747,2046,255,2541,0,1022,1125,0,0,0,1852,0,59719
,,2007,0,828,1006,1745,1982,291,2485,0,1065,1110,0,0,615,1883,123,61831
,,2008,0,792,863,1829,2408,304,2383,0,1075,1093,0,0,591,1947,134,63693
,,2009,0,741,0,1861,2770,305,2444,0,963,1060,0,0,490,1967,0,62784
,,2010,0,767,0,1874,2367,319,2656,0,996,1096,0,0,0,1960,168,59018
,,2011,0,769,583,1882,2282,323,2725,0,1034,1061,0,0,0,1940,0,59882
,,2012,0,801,587,1962,2470,314,2646,0,1075,1079,0,0,520,1874,143,63637
,,2013,92,833,569,2022,2587,320,2730,46,1111,1091,315,0,0,1833,137,68186
Athens-Clarke County, GA ,2001,0,0,299,534,633,0,1112,0,290,413,0,0,0,1701,157,22127
,,2002,0,217,297,559,642,0,1057,0,291,423,0,0,0,1762,110,22178
,,2003,0,0,303,578,664,0,1084,0,325,437,0,0,0,1798,112,22518
,,2004,0,224,302,604,682,0,1117,0,321,433,0,0,0,1765,143,24614
,,2005,0,229,307,623,0,0,1145,0,351,447,0,0,0,1811,152,25566
,,2006,0,239,298,679,775,0,1104,0,377,463,0,0,0,1783,104,26500
,,2007,0,241,268,688,785,0,1194,0,373,451,0,0,0,1777,108,27916
,,2008,0,243,234,732,930,0,1136,0,416,461,0,0,281,1722,0,28925
,,2009,0,213,198,733,935,0,1147,0,407,447,0,0,0,1794,124,27835
,,2010,0,214,177,730,951,0,1169,0,402,447,0,0,244,1803,0,28576
,,2011,0,223,178,739,1038,0,1122,0,395,439,0,0,0,1797,68,28417
,,2012,0,229,197,760,1073,0,1037,0,400,432,0,0,0,1822,109,27468
,,2013,102,232,196,777,1119,90,967,19,407,444,93,0,0,1795,122,30333
Atlanta-Sandy Springs-Roswell, GA ,2001,0,9598,0,13109,51937,0,0,0,33025,15018,0,0,0,24674,1161,901720
,,2002,0,9617,0,13728,53319,0,0,0,33084,15156,0,0,0,25791,1011,911908
,,2003,0,9567,0,14196,54787,0,0,0,34338,15810,0,0,0,26443,990,923474
,,2004,0,9766,0,14835,53596,0,24242,0,35373,15687,0,0,0,26378,1120,967473
,,2005,0,9805,0,15425,57132,0,0,0,38327,16561,0,0,0,26726,1032,991692
,,2006,0,10258,0,16337,59106,0,0,0,38691,17320,0,0,0,26647,914,1013676
,,2007,0,10053,0,16665,61908,0,25002,0,39679,16701,0,0,0,26862,889,1076979
,,2008,0,9702,0,17451,62242,24124,23469,0,40767,15817,0,0,0,26159,667,1074172
,,2009,0,8988,0,18119,63291,0,22171,0,38618,14816,0,0,0,26492,645,1019167
,,2010,0,9123,0,18025,61732,0,23665,0,39451,15059,0,0,0,26349,588,1077211
,,2011,0,9458,0,18502,63379,0,24280,0,41267,15189,0,0,0,26000,566,1035165
,,2012,0,9588,0,19017,63183,0,23602,0,43271,15444,0,0,0,25532,655,1046371
,,2013,300,9687,10183,19815,65809,25090,23951,406,44197,15652,13024,4596,26593,24857,710,1419822
Atlantic City-Hammonton, NJ ,2001,0,4280,0,953,1589,150,384,0,855,1041,225,407,337,1838,0,67661
,,2002,0,4314,994,1015,1827,168,386,0,832,1116,227,345,341,1939,76,71569
,,2003,0,4394,1014,1060,1935,168,412,0,834,1176,257,345,325,2026,70,73898
,,2004,0,4538,987,1114,1787,175,342,0,873,1128,284,359,417,2065,63,74600
,,2005,0,4436,937,1161,2058,188,326,0,1000,1137,296,337,494,2080,89,77059
,,2006,0,4389,925,1220,2294,160,306,0,920,1108,318,293,434,2126,140,77713
,,2007,0,4019,875,1213,2099,179,317,0,915,1082,294,312,0,2154,0,59783
,,2008,0,3779,752,1240,2075,173,326,0,953,950,213,299,465,2204,104,71255
,,2009,0,3334,578,1256,2255,164,254,0,860,871,209,198,0,2226,0,54546
,,2010,0,3251,549,1253,2318,161,230,0,875,856,189,379,393,2206,107,67260
,,2011,0,3063,668,1289,2198,146,230,0,860,837,175,367,405,2162,100,65487
,,2012,0,3040,590,1308,2276,143,224,0,849,831,168,402,0,2155,0,53351
,,2013,0,2921,563,1326,2254,155,211,0,863,877,166,405,349,2131,101,64876
Auburn-Opelika, AL ,2001,10,115,177,142,466,35,375,13,138,255,50,46,73,881,21,13319
,,2002,13,123,182,144,471,44,396,8,147,268,45,53,82,909,23,13882
,,2003,14,133,164,146,462,44,423,9,150,249,90,55,101,956,25,14401
,,2004,0,149,178,153,439,48,535,0,170,264,98,51,105,1034,26,15640
,,2005,13,150,180,157,482,56,551,12,188,289,109,39,118,1045,25,16513
,,2006,19,158,177,166,476,63,612,11,200,290,122,47,139,1021,31,17179
,,2007,16,160,185,170,483,76,590,13,211,297,116,56,137,1057,30,17395
,,2008,10,157,177,187,611,65,570,12,220,305,121,47,135,1066,22,18085
,,2009,14,151,169,200,641,63,494,13,213,297,108,50,115,1081,27,17717
,,2010,9,158,154,197,733,67,499,14,233,311,112,60,125,1085,23,18640
,,2011,10,167,159,202,787,66,579,10,266,308,119,54,115,1113,20,19552
,,2012,13,167,162,203,768,64,575,9,287,313,133,46,108,1125,23,19726
,,2013,12,189,158,197,798,67,655,10,300,345,133,51,113,1153,22,20825
Augusta-Richmond County, GA-SC ,2001,0,524,1414,1241,2259,0,2970,0,2605,1203,0,0,0,4135,234,73343
,,2002,0,547,1318,1275,1909,0,2941,0,2653,1324,0,0,0,4222,244,74072
,,2003,0,572,1381,1333,1791,315,3050,0,2701,1340,0,0,0,4317,0,75625
,,2004,0,607,1346,1425,1688,349,3028,0,2592,1335,0,0,0,4301,0,72635
,,2005,0,616,1316,1452,1686,0,2940,0,2600,1375,0,0,0,4412,269,77090
,,2006,0,620,1270,1440,1705,0,2917,0,2283,1363,0,0,0,4491,269,75581
,,2007,0,612,1202,1454,1617,0,2948,0,2398,1315,0,0,0,4472,201,75081
,,2008,0,623,1098,1510,1618,462,2882,0,2536,1297,0,0,0,4434,0,73866
,,2009,0,603,1019,1528,1845,384,2705,0,2607,1260,0,0,0,4631,0,73477
,,2010,0,635,1016,1544,1800,399,2701,0,2962,1292,0,0,0,4637,0,77426
,,2011,0,661,1046,1566,1858,507,0,0,2801,1305,0,0,0,4603,178,74734
,,2012,0,668,1104,1610,1842,539,2666,0,2661,1250,0,0,0,4575,0,75719
,,2013,152,710,1006,1601,1948,502,0,0,2540,1247,370,0,0,4550,0,82955
Austin-Round Rock, TX ,2001,0,2599,4460,0,8927,3236,5355,1028,7658,3887,739,437,7928,10395,0,213459
,,2002,0,2655,4047,3968,8512,4198,5812,938,0,3922,704,464,6083,10986,0,209287
,,2003,0,2742,4111,4045,8982,4218,6588,0,7803,4089,691,465,6668,10985,1054,291950
,,2004,0,2906,4152,4216,8895,4398,8848,0,8177,4143,772,513,7366,10739,1051,309846
,,2005,0,2958,4251,4301,9666,4550,9556,0,8791,4499,850,502,7921,10946,1416,327248
GeoName,,Data,"  Agriculture, forestry, fishing, and hunting","  Arts, entertainment, recreation, accommodation, and food services",  Construction,"  Educational services, health care, and social assistance","  Finance, insurance, real estate, rental, and leasing",  Information,  Manufacturing,  Mining,  Professional and business services,  Retail trade,  Transportation and warehousing,  Utilities,  Wholesale trade, Government,Natural resources and mining,Total Result
Abilene, TX ,2002,1,179,242,567,362,1,232,389,235,390,1,1,298,1235,1,15600
,,2003,1,179,244,580,429,1,233,380,233,380,1,1,356,1289,1,16183
,,2004,1,180,242,610,429,1,216,405,249,399,101,154,373,1270,1,16753
,,2005,1,188,237,645,407,1,250,394,252,399,107,149,414,1261,1,17160
,,2006,58,196,246,1,422,1,265,407,261,429,108,143,350,1224,453,20596
,,2007,28,201,249,635,463,1,286,486,1,439,114,148,374,1217,510,22204
,,2008,63,200,265,1,506,1,318,529,277,442,119,152,391,1223,579,22787
,,2009,35,202,319,648,554,1,306,599,313,444,1,1,328,1204,628,23458
,,2010,1,195,304,675,584,1,282,498,296,422,1,1,286,1229,1,17810
,,2011,1,198,271,669,559,1,278,1,297,432,1,1,293,1257,1,21543
,,2012,1,210,279,655,547,1,259,596,323,431,124,111,315,1244,1,18727
,,2013,1,221,301,661,646,1,264,784,334,444,141,145,354,1244,1,20411
,,2014,1,1,325,664,666,172,267,863,347,472,142,155,404,1217,1,22357
Akron, OH ,2002,1,941,1462,2390,3543,462,4836,1,3181,2035,1,1,1891,3605,136,132574
,,2003,1,937,1343,2443,3673,480,4950,1,3546,2084,1,1,1917,3635,164,137331
,,2004,1,948,1316,2472,3690,543,5330,1,3971,2194,1,1,2101,3645,150,136259
,,2005,1,973,1310,2561,3700,626,5806,1,3845,2357,1,1,2240,3620,182,140991
,,2006,1,946,1218,2599,3937,676,5794,1,4097,2390,815,579,2491,3605,166,153532
,,2007,20,926,1174,2707,3796,698,5854,146,4127,2258,1,1,2673,3485,165,152311
,,2008,19,923,1102,2700,3646,753,5947,172,4208,2195,837,625,2715,3470,190,152311
,,2009,18,845,980,2851,3784,773,5351,126,4615,2110,1,1,2681,3547,143,150203
,,2010,25,791,906,2821,4209,765,4359,127,4252,1916,1,1,2238,3541,151,140210
,,2011,14,812,893,2840,4220,725,4583,122,4443,1947,1,1,2362,3554,134,144850
,,2012,14,834,926,2949,4184,727,4962,117,4511,1955,1,1,2440,3475,129,147281
,,2013,14,841,987,3019,4202,717,4759,81,4599,2003,1,1,2531,3460,95,148935
,,2014,18,852,932,3081,4340,752,4608,96,4683,2056,1,1,2593,3425,114,149702
Albany-Schenectady-Troy, NY ,2002,1,1069,1,3793,4913,1255,3526,1,4516,2353,1,1,1,10334,185,154582
,,2003,1,1152,1,3886,5078,1294,3345,1,4701,2459,1,1,1,10032,172,156553
,,2004,1,1167,2150,4126,5423,1426,3080,1,4702,2714,1,1,1,9938,1,163743
,,2005,1,1219,2134,4217,5975,1595,3416,1,4645,2840,1,1,1,9832,1,169557
,,2006,1,1211,2040,4199,6116,1738,1,1,4825,2891,1,1,1,9681,175,169141
,,2007,1,1278,1921,4240,6102,1881,3930,1,4863,2828,1,1,1,9560,1,178155
