metro,state,year,AG,ENT,CON,SOC,FIN,INF,MAN,MIN,BUS,RET,TRA,UTL,WHO,GOV,NAT,TOT
,,2008,0,237,356,735,633,115,230,0,458,603,261,164,233,1067,105,26321
,,2009,0,207,270,747,637,110,210,0,409,572,223,146,183,1017,114,24282
,,2010,0,214,244,740,662,121,210,0,387,583,215,180,194,1000,113,24413
,,2011,0,216,258,756,672,111,216,0,390,573,234,190,192,997,99,24651
,,2012,0,201,264,750,685,113,184,0,381,576,219,169,184,982,90,22700
,,2013,0,200,267,770,708,115,183,0,411,592,131,180,203,972,88,24624
Reno, NV ,2001,16,2237,0,1273,0,391,1015,0,1849,1335,0,0,0,2206,0,76703
,,2002,13,2173,0,1343,3039,0,1053,0,1850,1395,0,0,1315,2252,0,81109
,,2003,12,2108,0,1397,2977,0,1173,0,2000,1430,0,0,0,2353,0,77337
,,2004,13,2176,2436,1437,3079,0,1630,124,2151,1534,0,0,0,2482,138,87079
,,2005,12,2124,2588,0,3312,0,1677,130,2391,1705,0,0,0,2451,142,90982
,,2006,17,2164,2602,1473,3292,0,1703,228,2434,1690,0,0,0,2528,244,92281
,,2007,0,2155,2302,0,4070,0,2094,0,2367,1596,1015,0,0,2538,345,97335
,,2008,0,1928,1565,1513,3992,0,2101,0,0,0,956,328,0,2618,134,90925
,,2009,0,1621,1107,1524,3653,0,1694,0,2136,0,890,0,0,2553,142,82496
,,2010,0,1683,915,1504,3499,0,1573,0,2144,0,944,0,0,2543,241,81273
,,2011,0,1747,828,1437,3266,0,1647,0,2156,0,938,0,0,2464,496,81145
,,2012,0,1665,0,1443,2929,0,1726,0,2231,0,964,0,1209,2382,518,77846
,,2013,0,1688,870,1454,3098,0,1836,0,2221,1373,954,0,0,2398,435,80238
Richmond, VA ,2001,0,1527,0,3046,11101,0,10905,0,8319,0,0,0,0,8807,250,220856
,,2002,0,1502,0,3163,10830,0,9082,0,8474,0,0,0,0,8876,259,215758
,,2003,0,1585,0,3349,11092,0,8421,0,8811,0,0,0,0,8837,280,214782
,,2004,0,1688,0,3617,10233,0,7842,0,9063,3405,0,0,0,9001,314,210440
,,2005,0,1701,0,4150,12234,0,7774,0,9660,0,0,0,0,8883,274,229880
,,2006,0,1731,0,4356,12290,0,7344,0,10213,0,0,0,0,8810,295,231938
,,2007,0,1725,0,4466,12185,0,7288,0,10550,0,0,0,0,8895,248,231680
,,2008,0,1672,0,4847,11933,0,6950,0,10813,3378,0,0,0,9120,275,228700
,,2009,0,1593,0,5110,12400,0,0,0,9742,3303,0,0,0,9277,264,217949
,,2010,0,1627,0,5097,12186,0,0,0,10023,0,0,0,0,9485,232,224379
,,2011,0,1676,0,5113,12579,0,0,0,10287,3301,0,0,0,9544,307,221172
,,2012,0,1749,0,5177,12163,0,7799,0,10333,3372,0,0,0,9785,330,231327
,,2013,123,1795,0,5329,12916,1411,7782,0,0,0,1352,0,3985,9715,0,286110
Riverside-San Bernardino-Ontario, CA ,2001,1207,3985,8291,6770,20463,1304,8784,402,6298,8151,3754,1250,4949,18888,1626,487230
,,2002,1131,4326,8572,7279,19837,1446,8838,430,7006,9003,3551,2014,5306,19395,1557,504495
,,2003,1245,4512,9731,7588,20430,1587,9751,456,7834,9951,3754,1896,5970,20004,1703,520567
,,2004,1239,5203,11192,7949,20445,1804,10921,450,8505,10888,4677,1989,6204,20432,1692,577155
,,2005,1283,4981,12112,8147,22613,2147,11156,463,9051,11591,4999,2108,6963,21404,1749,613443
,,2006,1169,5126,11738,8543,22322,2228,12094,495,9477,12011,5374,2367,7714,22039,1664,631459
,,2007,1162,5132,10475,8496,19985,2535,11727,493,9798,11375,5452,2504,8016,23091,1656,614891
,,2008,931,4915,8273,8981,18989,2586,11110,537,9856,10645,5614,2194,7539,24028,1467,591820
,,2009,725,4478,6272,9172,18330,2420,9646,485,9102,10076,5083,2130,6254,23692,1210,548825
,,2010,764,4542,5667,9205,20062,3077,9832,472,8782,10511,5319,2259,6624,23332,1235,564751
,,2011,811,4701,5624,9727,20471,2877,9681,562,9290,10598,5708,2367,6969,23261,1373,577780
,,2012,539,4714,6025,10037,20817,2144,9663,686,9293,10852,5716,2082,7128,22800,1210,530161
,,2013,541,4712,6316,10562,21446,2213,9846,606,9500,11097,6136,2098,7941,22731,1138,594493
Roanoke, VA ,2001,0,389,0,1234,1811,261,0,0,1328,908,0,0,0,1434,73,47761
,,2002,0,0,0,1270,1855,292,0,0,0,965,0,0,0,1450,62,46459
,,2003,0,0,0,1314,1767,0,0,0,1436,1018,0,0,0,1454,59,46273
,,2004,0,416,0,1367,1591,374,0,0,1456,1015,0,0,0,1482,78,47518
,,2005,0,413,0,1362,1724,0,2132,0,1389,1045,0,0,0,1515,78,51015
,,2006,0,419,0,1425,1840,0,0,0,1388,1042,0,0,0,1494,67,51408
,,2007,0,420,0,1506,1907,0,0,0,1453,971,0,0,0,1517,78,49644
,,2008,0,417,0,1673,1864,0,2198,0,1425,916,0,0,0,1550,75,54536
,,2009,0,388,0,1727,1919,0,0,0,1399,912,0,0,0,1560,51,51877
,,2010,0,395,0,1650,1765,0,0,0,1407,0,0,0,0,1497,69,50566
,,2011,0,404,0,1659,1694,0,0,0,1374,0,0,0,0,1492,67,50265
,,2012,0,408,0,1703,1671,0,0,0,1418,0,0,0,0,1480,63,50031
,,2013,20,414,517,1749,1850,0,0,0,1444,0,712,0,864,1506,0,53354
Rochester, MN ,2001,0,311,575,2343,0,93,894,0,468,518,0,0,0,801,93,31926
,,2002,0,307,587,2485,1023,110,1081,0,439,531,0,0,0,807,0,36609
,,2003,0,322,627,2636,1099,141,1255,0,402,564,0,0,0,814,0,39858
,,2004,0,338,647,2725,1097,177,1294,0,406,565,0,0,0,814,0,39818
,,2005,0,333,576,2848,1014,211,1269,0,373,544,0,0,0,819,0,39705
,,2006,0,328,553,2992,939,206,1347,0,371,525,160,0,0,822,201,40077
,,2007,0,324,524,3232,861,225,1340,0,357,511,158,0,0,812,172,40195
,,2008,0,310,436,3360,803,235,1384,0,352,511,160,0,0,821,198,40221
,,2009,0,287,382,3462,847,236,1307,0,316,520,149,0,0,818,194,39361
,,2010,0,297,382,3795,870,226,1423,0,325,545,159,0,0,844,253,42453
,,2011,0,302,391,3539,817,231,1499,0,350,549,166,76,327,810,276,42943
,,2012,0,312,413,3625,734,270,1465,0,360,550,0,0,326,819,289,40590
,,2013,137,324,431,3682,791,276,1536,10,375,595,0,0,329,824,146,44449
Rochester, NY ,2001,0,0,2257,4876,5102,1864,12156,0,4740,2779,0,0,0,6015,358,202287
,,2002,0,1312,2118,4955,5413,1973,12750,0,4748,2858,0,0,0,6014,0,205511
,,2003,0,1344,2128,5132,5678,1984,12706,0,4949,3052,0,0,0,6226,0,208350
,,2004,0,1398,2193,5362,5875,2050,13068,0,4878,3049,0,0,0,6338,0,218898
,,2005,0,1407,2123,5440,6291,2082,12690,0,5193,3075,0,0,0,6353,0,219750
,,2006,0,1443,1972,5583,0,2185,13803,0,5226,2961,0,0,0,6147,368,199422
,,2007,0,1442,1964,5655,5285,2232,12516,0,5159,2880,0,0,0,6181,0,215955
,,2008,0,1407,2007,5884,4915,2074,11037,0,5493,2849,0,0,0,6307,0,208240
,,2009,0,1340,2028,6041,5874,2157,10613,0,5198,2843,0,0,0,6489,0,212699
,,2010,0,1426,2123,6097,6200,2336,10051,0,5369,2968,0,0,0,6490,0,214349
,,2011,0,1489,2190,6114,6358,2816,8826,0,5527,3017,0,0,0,6418,432,206936
,,2012,0,1499,2339,6084,7043,3023,8345,0,5673,2997,0,0,0,6368,0,209645
,,2013,0,1426,2324,6048,7074,2989,8661,0,5855,2896,0,0,0,6399,427,232647
Rockford, IL ,2001,0,350,832,1226,1603,161,3603,0,703,824,0,0,629,1156,27,60201
,,2002,0,356,898,1276,1623,184,3473,0,772,860,0,0,617,1194,33,60610
,,2003,0,352,897,1297,1627,198,3418,0,862,897,0,0,625,1220,25,61004
,,2004,0,355,886,1298,1578,232,3627,0,851,909,0,0,682,1214,39,63180
,,2005,0,366,884,1333,1576,245,3679,0,885,939,393,355,753,1231,22,65158
,,2006,0,373,865,1384,1525,252,4204,0,899,934,0,0,765,1221,25,64546
,,2007,0,384,850,1405,1496,286,4286,0,903,886,0,0,0,1230,0,63137
,,2008,0,373,649,1502,1344,300,4013,4,948,891,460,0,0,1246,0,48096
,,2009,0,333,521,1530,1475,285,3302,4,862,866,417,0,0,1271,0,48174
,,2010,0,345,492,1495,1502,273,3607,0,846,879,478,0,0,1290,34,61012
,,2011,0,350,490,1512,1473,258,4050,0,865,880,484,0,0,1248,67,63914
,,2012,0,361,460,1500,1526,245,4609,0,893,916,445,0,0,1209,42,61840
,,2013,103,353,460,1531,1469,244,4278,5,895,907,0,0,698,1180,109,67854
Rocky Mount, NC ,2001,0,130,384,304,839,155,1896,0,311,323,0,0,334,716,154,28156
,,2002,0,141,338,312,801,176,2034,0,306,366,0,0,354,715,97,28690
,,2003,0,138,322,321,816,169,2095,0,326,386,0,0,358,712,100,29114
,,2004,0,141,324,324,875,176,2002,0,299,346,0,0,451,700,129,29455
,,2005,0,139,300,331,823,173,2073,0,319,358,117,50,469,701,145,29907
,,2006,0,143,274,332,609,206,2576,0,349,367,122,49,505,706,144,31667
,,2007,0,150,248,348,444,235,2571,0,361,362,115,58,511,712,93,31301
,,2008,0,139,219,356,538,222,2656,0,433,353,109,52,384,710,118,31915
,,2009,0,131,194,359,653,194,2751,0,390,344,0,0,358,715,161,31305
,,2010,0,141,182,350,505,0,2755,0,403,346,0,0,352,714,0,29721
,,2011,0,141,181,349,459,0,2572,0,410,332,0,0,334,701,132,28356
,,2012,0,144,192,346,463,0,2342,0,462,327,0,0,332,659,158,27366
,,2013,137,141,178,346,452,0,2433,12,357,321,78,44,337,644,148,28127
Rome, GA ,2001,0,87,161,433,317,72,939,0,156,210,34,156,154,434,25,16074
,,2002,0,93,133,467,279,83,941,0,155,225,32,157,170,448,18,16242
,,2003,0,102,112,502,288,92,910,0,170,238,36,161,196,458,20,16652
,,2004,0,101,108,526,271,121,1047,0,163,237,42,173,221,437,27,17627
,,2005,0,103,108,541,276,111,838,0,163,235,46,171,212,447,28,16584
,,2006,0,102,105,569,271,125,804,0,176,235,53,177,219,441,17,16642
,,2007,0,101,96,559,264,145,806,0,158,216,50,182,222,438,20,16405
,,2008,0,95,88,589,282,160,779,0,169,210,44,186,213,435,17,16449
,,2009,0,90,83,604,297,173,718,0,144,201,41,180,170,442,17,15933
,,2010,0,88,69,598,280,168,716,0,156,189,43,181,198,441,13,15745
,,2011,0,91,60,615,272,160,705,0,154,184,44,191,197,409,8,15588
,,2012,0,94,53,619,254,169,689,0,155,187,43,187,223,390,15,15569
,,2013,0,88,57,611,269,158,698,0,146,216,41,168,250,370,16,15578
Sacramento--Roseville--Arden-Arcade, CA ,2001,443,2784,6452,5295,14349,2364,3956,361,8597,6192,1636,0,0,22654,800,349016
,,2002,463,2954,6557,5667,17211,2804,4008,350,8725,6593,1648,0,0,23011,819,376109
,,2003,465,3113,7229,6006,20365,2913,4434,316,9023,7032,1702,0,0,23487,797,421193
,,2004,454,3315,7956,6449,20730,3126,4752,316,8942,7478,1901,0,0,23816,784,418777
,,2005,492,3379,8274,6584,23066,3355,5674,336,9473,7638,2034,0,0,23972,844,468527
,,2006,541,3411,7457,6994,23637,3506,6034,383,9563,7762,2137,0,0,24431,943,473927
,,2007,539,3324,7049,7253,21864,3915,5258,338,10649,7132,2060,0,0,25407,892,465297
,,2008,576,3171,5848,7745,19112,3405,5309,260,11480,6506,2120,0,0,26285,845,442032
,,2009,786,2890,4664,7914,19124,3701,4985,194,10505,6217,1856,0,0,25358,980,428944
,,2010,662,2911,4041,8027,19841,3364,4955,147,11026,6385,1913,0,0,24700,809,431720
,,2011,599,2987,3921,8411,19872,3270,5057,169,11348,6344,1842,0,0,25465,768,439510
,,2012,0,3049,4073,0,20425,4648,5703,184,11524,6484,1840,0,4223,25093,0,353883
,,2013,618,3196,4314,9036,21350,4993,5470,166,11664,6715,1883,0,0,25277,786,471912
Saginaw, MI ,2001,4,270,462,836,996,177,1876,1,636,614,0,0,312,989,5,37483
,,2002,0,270,386,881,1024,190,1935,0,586,596,0,0,312,954,42,37649
,,2003,0,271,355,913,1075,210,2013,0,566,614,0,0,359,948,32,38947
,,2004,0,271,347,892,1118,279,1819,0,557,586,0,0,333,931,33,38158
,,2005,0,256,314,904,1166,311,1837,0,570,589,0,0,321,924,38,38339
,,2006,0,251,301,918,1134,308,1887,0,602,578,0,0,319,924,56,38540
,,2007,0,240,310,932,1143,276,1615,0,609,571,0,0,307,904,47,36862
,,2008,0,221,243,921,1013,264,1381,0,578,560,0,0,298,880,77,34172
,,2009,0,219,209,930,1022,266,1147,0,595,570,0,0,275,872,75,32880
,,2010,0,224,205,902,953,258,1570,0,615,573,0,0,282,887,83,34710
,,2011,84,227,207,900,866,248,1729,9,650,579,0,0,274,858,92,35284
,,2012,94,235,209,893,745,228,1774,9,661,565,0,0,273,830,102,34555
,,2013,61,235,184,906,774,243,1896,12,655,599,0,0,285,808,72,36684
Salem, OR ,2001,507,336,579,1146,1927,154,842,62,601,630,191,153,359,3182,561,51164
,,2002,532,356,579,1249,1989,149,953,61,660,667,0,0,421,3176,586,53380
,,2003,578,365,595,1285,1970,160,991,62,735,732,0,0,550,3158,635,55318
,,2004,511,369,629,1328,1949,178,1229,60,735,748,0,0,562,3129,564,57030
,,2005,590,364,675,1358,1976,182,1168,62,782,786,236,144,604,3001,648,58319
,,2006,804,366,720,1445,2031,187,1350,60,829,813,256,149,621,2925,865,61963
,,2007,605,362,770,1455,2107,202,1290,61,867,790,255,157,591,2967,663,61259
,,2008,544,356,706,1571,2399,209,1224,47,882,761,255,142,683,3128,589,63554
,,2009,611,334,581,1556,2413,192,1222,42,848,721,0,0,511,3159,653,60137
,,2010,0,343,537,1512,2139,195,1249,0,820,714,0,0,556,3154,550,57929
,,2011,0,366,504,1503,2027,169,1248,0,763,701,0,0,495,3170,474,55981
,,2012,0,387,511,1523,1916,171,1161,0,802,729,0,0,0,3069,0,53335
,,2013,0,397,548,1560,1944,167,1135,0,828,751,0,0,533,3122,496,56770
Salinas, CA ,2001,2523,1198,850,898,2303,328,909,104,1238,1259,214,170,755,3571,2611,83201
,,2002,2945,1238,823,939,2464,315,827,120,1250,1352,244,269,891,3680,3046,88732
,,2003,3065,1250,895,992,2559,344,867,97,1287,1371,252,262,982,3705,3152,91745
,,2004,2487,1324,908,1019,2439,387,875,93,1183,1398,285,216,958,3705,2568,87768
,,2005,2888,1289,882,1016,2744,431,892,90,1212,1420,311,201,1059,3758,2967,93122
,,2006,3418,1303,845,1040,2646,454,917,109,1230,1438,343,202,1084,3822,3513,96826
,,2007,2619,1278,786,1028,2301,453,911,120,1159,1326,348,215,1136,3964,2734,89296
,,2008,2303,1212,640,1066,2263,429,1113,96,1224,1184,347,216,1195,4042,2392,87035
,,2009,3363,1100,495,1076,2139,378,821,182,1167,1078,314,207,1093,4026,3545,88786
,,2010,2896,1128,452,1067,2427,392,656,104,1198,1104,336,230,1143,4103,2997,87383
,,2011,2201,1162,417,1068,2568,353,601,110,1202,1109,334,279,1223,4194,2312,84406
,,2012,2196,1149,457,1084,2862,380,612,133,1122,1117,328,347,1282,4157,2330,81228
,,2013,2683,1179,476,1111,2925,399,606,120,1113,1148,341,362,1331,4046,2804,91261
Salisbury, MD-DE ,2001,0,783,809,907,2502,144,1408,0,593,909,0,0,0,1493,0,45771
,,2002,0,807,796,904,2558,0,0,0,643,991,0,0,396,1534,214,46259
,,2003,0,799,869,963,2842,0,1200,0,661,1045,0,0,438,1547,347,53131
,,2004,0,886,973,1010,3037,0,1426,0,683,1091,0,0,498,1553,0,55006
,,2005,0,0,1019,1075,3013,0,1986,0,787,1113,0,0,0,1598,506,56107
,,2006,0,888,975,1133,3327,203,0,0,767,1134,0,0,0,1600,440,57771
,,2007,0,872,854,1160,3749,0,2555,0,787,1126,0,0,0,1665,336,64836
,,2008,0,849,714,1228,3503,0,2197,0,824,1089,0,0,496,1701,232,64745
,,2009,0,815,600,1258,3164,289,2156,0,772,1092,0,0,0,1741,0,58423
,,2010,0,853,0,1269,3039,283,0,0,789,1164,0,0,0,1706,263,55745
,,2011,0,904,581,1311,2941,273,1515,0,806,1204,0,0,0,1713,0,57824
,,2012,0,942,540,1346,2779,240,1339,0,820,1196,0,0,0,1683,0,53201
,,2013,324,943,561,1336,2803,241,1354,3,854,1237,0,0,0,1697,327,55147
Salt Lake City, UT ,2001,0,1722,3650,2777,12063,1661,3810,1023,6458,3373,2028,0,0,6986,0,183523
,,2002,0,1946,3142,2781,12451,1818,4026,957,6023,3458,2051,0,0,6989,0,184314
,,2003,0,1687,2994,2857,12167,1850,4480,902,6037,3685,2072,0,0,7001,0,186858
,,2004,0,1721,3027,3032,12456,2053,4682,1034,6114,3895,2316,0,0,7046,0,199224
,,2005,0,1725,3296,3157,13110,2356,4929,1236,6546,3985,2555,0,0,7292,0,206471
,,2006,0,1861,3736,3363,14445,2338,5589,0,7077,4259,2655,0,0,7479,1401,279365
,,2007,0,1879,3943,3396,16127,2307,6211,0,7524,4478,2846,0,0,7548,1500,298395
,,2008,0,1822,3462,3652,15086,2457,6158,0,7795,4239,2539,0,0,7816,1305,296444
,,2009,0,1713,2970,3776,14290,2346,7633,1313,7372,4058,2343,0,0,7734,0,230971
,,2010,0,1726,2890,3752,14162,2459,8135,1197,7707,4158,2527,0,0,7730,0,234436
,,2011,0,1761,2896,3869,15165,2493,8023,1238,7924,4174,2614,0,0,7918,0,241960
,,2012,0,1830,3052,3932,15912,0,7050,1183,8481,4515,2571,456,4184,7798,0,257719
,,2013,0,1881,2977,4152,16785,2879,7332,1157,8886,4648,2627,0,0,7818,0,252205
San Angelo, TX ,2001,0,0,189,355,334,253,383,0,143,0,39,72,0,807,309,14385
,,2002,0,0,205,361,322,272,385,0,162,0,39,74,0,808,239,13944
,,2003,0,126,215,364,324,290,361,224,183,0,39,75,0,809,0,12044
,,2004,0,120,215,368,296,0,404,241,187,0,45,75,0,798,0,11652
,,2005,0,0,0,354,309,0,0,226,199,275,46,67,147,775,0,14211
,,2006,0,127,201,357,0,0,377,317,195,288,0,60,0,766,0,11145
,,2007,0,126,183,352,0,250,389,276,191,285,0,117,0,756,0,11653
,,2008,29,132,162,381,0,0,373,318,191,289,0,107,0,763,347,14951
,,2009,23,124,161,0,0,0,395,231,187,287,0,109,0,811,254,13779
,,2010,45,135,165,0,0,0,424,267,0,288,0,107,0,846,312,14074
,,2011,49,147,0,401,0,0,0,319,212,291,0,112,0,861,367,15232
,,2012,33,159,0,414,0,173,0,418,222,0,69,89,0,867,446,16784
,,2013,0,178,0,0,387,0,0,460,245,0,68,94,0,838,0,16126
San Antonio-New Braunfels, TX ,2001,0,3384,5014,4993,9767,2981,4482,0,5660,5047,0,0,3295,13360,1619,273586
,,2002,0,3478,4695,5246,9802,3008,4677,0,5932,5246,0,0,3443,13987,1643,274375
,,2003,0,3602,4725,5465,10335,3295,4979,0,6165,5504,0,0,3617,13966,1664,282573
,,2004,0,3779,4675,5781,10325,3334,5456,0,6700,5697,0,0,3941,13797,1590,289340
,,2005,0,3852,4828,5853,11186,3328,5346,0,7436,5704,0,0,4254,13778,1610,303099
,,2006,0,4204,4858,6147,11528,3479,5997,0,7875,5889,0,0,4606,13919,1700,323839
,,2007,0,3967,4880,6064,11806,4542,6378,0,7808,5943,0,0,5042,14275,1776,327885
,,2008,0,3925,5127,6160,12238,4044,6203,0,8439,5855,0,0,4678,14606,1994,329812
,,2009,0,3866,5029,6498,12519,3541,5387,0,8155,5903,0,0,4166,15451,1985,328162
,,2010,0,4025,4833,6736,13814,3523,5965,0,8497,6123,0,0,4161,15987,2011,343488
,,2011,0,4236,4690,6896,14860,3722,6762,0,9018,6162,0,0,4276,16014,2362,364538
,,2012,0,4401,4923,6988,15025,3847,7373,0,9094,6557,2604,632,4635,16279,3396,385321
,,2013,0,4729,5071,7200,15696,4232,7971,0,9400,7130,2599,0,0,16120,3951,424078
San Diego-Carlsbad, CA ,2001,654,6215,8564,7673,31866,6430,10006,210,19215,9260,1584,1683,6455,33917,873,716246
,,2002,722,6427,8506,8119,35449,6966,10157,230,20377,9953,1618,2820,6453,33999,962,760725
,,2003,715,6809,8998,8432,36982,7349,11291,224,20911,10669,1672,3020,6716,34305,950,795519
,,2004,668,7467,10179,8706,38610,8985,11927,253,20864,11237,1874,3039,6982,34699,919,837321
,,2005,803,7483,10375,8816,41497,10405,12679,272,21364,11331,1925,2779,7550,34119,1076,873232
,,2006,843,7770,10090,9173,41403,10693,13439,317,22173,11367,1973,2927,7865,34634,1164,887521
,,2007,600,7776,9223,9258,41589,11742,14923,264,22373,10564,1909,3019,8347,35655,868,900064
,,2008,524,7713,7842,10114,40884,8814,15535,265,25431,9685,1950,3278,8387,36943,796,898744
,,2009,663,6887,6430,10585,40777,6939,15676,219,23956,9047,1740,3388,6997,37719,882,864265
,,2010,657,7065,5963,10818,39061,6572,16112,185,24608,9302,1851,3498,7376,38156,841,867383
,,2011,435,7298,5915,11399,40131,6600,15933,217,26179,9308,1777,3709,8083,38671,651,886421
,,2012,408,7331,6011,11764,43121,6668,17082,282,26720,9579,1792,3626,8522,38504,682,842160
,,2013,423,7564,6121,11992,44621,6956,17108,269,28352,9916,1758,3545,8571,37782,687,941082
San Francisco-Oakland-Hayward, CA ,2001,0,11273,16024,15747,64532,16897,27387,0,54102,18096,0,0,0,32780,0,1372296
,,2002,0,11608,14626,16716,67085,17719,24912,0,49919,18368,0,0,14438,33881,1765,1421764
,,2003,0,11748,14881,17358,68547,17493,29182,0,48799,18684,0,0,14599,34130,1496,1445264
,,2004,0,12184,15575,17914,68533,18740,31424,0,48946,18817,0,0,14270,34270,1533,1511297
,,2005,0,12221,15402,18164,74033,19083,36675,0,51663,18947,0,0,14740,34190,1610,1587936
,,2006,0,12346,14713,18858,77410,19337,37334,0,53620,18851,0,0,0,34393,0,1543288
,,2007,268,12334,14681,18854,78849,22129,39844,2166,55766,18204,0,0,0,34442,2421,1574532
,,2008,0,12085,13302,20211,75739,21335,51011,0,59704,16651,0,0,0,33940,0,1672349
,,2009,0,11077,10957,20545,77321,20655,47296,0,54790,15500,0,0,13115,33505,3228,1657942
,,2010,0,11545,10011,21918,82019,22160,37076,0,56313,16137,0,0,13671,33337,2352,1659501
,,2011,224,12304,10195,21918,83794,22862,28436,2510,60937,16244,0,0,14645,33509,2736,1667164
,,2012,0,12513,11271,22404,84510,26162,29147,0,72894,16970,8369,4974,15140,33377,3322,1599759
,,2013,0,13136,11838,23177,85424,29021,32551,0,69268,17476,8585,5560,15663,33532,2765,1825357
San Jose-Sunnyvale-Santa Clara, CA ,2001,0,3566,6439,7339,20705,7522,23094,0,27342,7554,0,0,8803,9971,768,644372
,,2002,0,3475,5405,7834,21610,8154,20934,0,23313,7102,0,0,7843,10436,765,610693
,,2003,0,3528,5036,8046,20625,9529,23519,0,23466,7298,0,0,7902,10567,705,626067
,,2004,0,3542,5232,8388,20814,14090,23781,0,23877,7337,0,0,7932,10371,641,657460
,,2005,0,3620,5378,8514,22140,14983,29010,0,22074,7209,0,0,9096,10304,717,674835
,,2006,0,3696,5244,8945,23128,16921,31949,0,22933,7296,0,0,9920,10236,852,710893
,,2007,0,3687,5300,9195,22980,17283,37895,0,25803,7931,0,0,10948,10354,737,770080
,,2008,0,3730,4958,10151,22395,18151,38264,0,26869,7208,0,0,10852,10571,496,758204
,,2009,0,3352,3906,10507,21931,16813,37448,0,24830,6554,0,0,8935,10443,512,716716
,,2010,0,3506,3686,10657,24686,22373,41654,0,26636,7070,0,0,9456,10170,424,834591
,,2011,0,3786,3629,10880,25956,25718,45708,0,28980,7361,0,0,10335,9837,334,900727
,,2012,200,3860,4023,11219,26351,24963,49007,0,0,7911,1029,1231,9781,9540,0,606833
,,2013,0,4134,4166,11716,26878,31931,49260,0,31844,8445,1108,0,0,9565,390,951018
San Luis Obispo-Paso Robles-Arroyo Grande, CA ,2001,291,470,779,655,1418,183,708,40,723,799,117,613,243,1655,340,44643
,,2002,318,516,812,679,1840,172,659,41,743,862,128,1024,251,1721,371,50424
,,2003,279,559,888,691,2091,165,768,49,769,921,138,1046,261,1740,334,53494
,,2004,234,604,1020,726,2148,194,826,55,780,951,149,1208,298,1724,290,56537
,,2005,275,606,1078,741,2375,237,903,66,779,969,162,1049,335,1712,342,58857
,,2006,329,600,1017,762,2205,229,791,75,822,993,181,1129,360,1739,405,58371
,,2007,257,608,886,771,2142,243,726,79,870,925,175,1239,375,1814,338,57540
,,2008,145,581,750,811,1810,252,959,48,891,862,159,1220,410,1853,195,54335
,,2009,218,541,595,805,1808,230,834,49,866,842,131,1260,340,1772,267,52097
,,2010,238,549,542,818,2046,243,803,239,878,883,0,0,376,1714,484,54046
,,2011,200,583,586,842,2206,242,745,36,896,900,0,0,411,1780,233,54292
,,2012,219,574,656,837,2448,227,743,41,894,927,0,0,379,1771,256,50832
,,2013,257,589,670,859,2491,283,798,42,923,959,0,0,382,1746,295,57424
Santa Cruz-Watsonville, CA ,2001,454,499,715,721,2510,323,696,21,1377,991,0,0,546,1478,469,55605
,,2002,450,498,757,764,2286,335,683,0,1226,1066,0,0,548,1530,0,43663
,,2003,485,489,805,803,2195,325,664,13,1229,1052,0,0,544,1555,497,54108
,,2004,434,494,942,825,2026,177,789,13,1110,1060,0,0,599,1558,444,53166
,,2005,0,477,962,836,2008,179,789,0,1087,1080,0,0,670,1560,489,53174
,,2006,0,477,915,896,1857,195,786,0,1303,1099,0,0,667,1568,478,52001
,,2007,0,478,767,895,1655,214,785,0,1292,992,0,0,787,1596,373,51380
,,2008,0,438,650,898,1566,206,778,0,1310,887,109,75,647,1625,364,48896
,,2009,0,405,487,933,1640,179,669,0,1161,780,0,0,616,1565,563,46982
,,2010,0,423,507,944,1503,198,738,0,1128,802,108,84,598,1509,551,46787
,,2011,0,429,533,1027,1448,191,823,0,1198,756,0,0,620,1526,379,46669
,,2012,0,434,618,1028,1486,176,947,0,1247,763,0,0,633,1515,0,35687
,,2013,0,455,645,1052,1559,181,1032,0,1288,779,0,0,642,1527,382,50008
Santa Fe, NM ,2001,10,448,435,418,1536,95,96,206,622,539,39,34,175,1340,220,29911
,,2002,10,545,455,446,1905,106,98,261,652,621,43,40,167,1357,272,33934
,,2003,8,503,462,483,1529,113,135,219,628,647,41,39,164,1364,227,31652
,,2004,0,505,470,506,1438,126,174,0,637,646,44,42,176,1381,195,31392
,,2005,0,486,463,538,1594,185,156,0,628,603,45,31,190,1375,214,32483
,,2006,16,499,466,553,1715,197,145,245,613,615,46,34,193,1449,259,34178
,,2007,5,481,448,573,1675,237,147,197,666,616,45,33,190,1500,202,34308
,,2008,9,467,356,609,1594,436,99,294,603,565,49,30,176,1533,303,34458
,,2009,7,447,268,603,1660,0,72,0,518,536,46,37,138,1535,0,26240
,,2010,4,437,243,627,1630,303,82,177,485,532,47,41,133,1482,182,31671
,,2011,5,427,224,632,1759,225,81,202,495,504,47,41,135,1418,207,31593
,,2012,5,433,220,628,1786,166,89,154,473,532,47,34,135,1398,159,31315
,,2013,6,438,231,621,1895,231,89,165,464,527,44,36,133,1430,171,32402
Santa Maria-Santa Barbara, CA ,2001,638,975,923,1206,3415,512,1277,556,1838,1283,166,115,762,3319,1100,87052
,,2002,773,1014,904,1261,3603,545,1216,393,2041,1382,167,181,689,3369,1153,90700
,,2003,806,1049,1016,1320,3551,593,1482,311,2219,1454,188,175,642,3369,1134,93657
,,2004,711,1098,1200,1390,3676,687,1438,334,2274,1501,212,178,703,3348,1044,96448
